120 240
1 :7.15231788079470210  240 :3.75316629535813462  
25402 :3.77758110293893257  25641 :1.93060090945158236  25400 :5.62211981566820285  25161 :3.27555162205877881  
25403 :9.59471419415875815  25642 :1.40842921231727036  25401 :2.82845545823541977  25162 :5.45915097506637803  
25404 :9.46836756492812803  25643 :9.01791436506240984  25402 :8.79787591174047101  25163 :9.69603564561906772  
25405 :4.72151860103152554  25644 :6.18610187078463092  25403 :8.06024353770561852  25164 :0.95278786584063235  
25406 :9.77294228949858024  25645 :6.69362468337046401  25404 :3.16782128360850868  25165 :4.90066225165562930  
25407 :2.63618884853663760  25646 :6.42445142979216932  25405 :1.68675801873836484  25166 :8.18140202032532748  
25408 :0.36194952238532668  25647 :8.29584643086031726  25406 :7.66411328470717468  25167 :5.26200140385143555  
25409 :4.73097933896908440  25648 :6.42384105960264939  25407 :5.37705618457594525  25168 :8.42951750236518471  
25410 :8.51527451399273616  25649 :8.59004486220892893  25408 :8.18536942655720701  25169 :2.49488814966277062  
25411 :7.61864070558793927  25650 :1.07211523789178131  25409 :0.28687398907437361  25170 :0.76601458784752952  
25412 :9.40763573107089535  25651 :4.90096743675038926  25410 :4.20209356975005299  25171 :3.85265663624988575  
25413 :2.54676961577196570  25652 :7.60277108066042029  25411 :1.78838465529343549  25172 :7.86553544724875664  
25414 :8.65047151097140343  25653 :9.49674977874080639  25412 :1.60679952391125225  25173 :3.57219153416547153  
25415 :1.06265449995422223  25654 :8.60103152562028939  25413 :0.44495986816003907  25174 :3.07565538499099711  
25416 :1.08005005035554058  25655 :3.21939756462294380  25414 :1.81554612872707288  25175 :5.56962797936948739  
25417 :6.92678609576708304  25656 :6.26300851466414343  25415 :9.23825800347911041  25176 :8.74202703939939596  
25418 :5.79668568987090627  25657 :0.37141026032288582  25416 :7.11966307565538514  25177 :7.38486892300180031  
25419 :4.27564317758720680  25658 :7.90337839899899297  25417 :7.04428235724967156  25178 :5.77349162266914906  
25420 :7.45292519913327389  25659 :4.84481337931455425  25418 :2.28705710013122943  25179 :5.37766655476546518  
25421 :2.03802606280709231  25660 :2.71309549241615056  25419 :8.36146122623371113  25180 :4.46638386181218916  
25422 :3.79406109805597103  25661 :7.50602740562150927  25420 :2.41431928464613810  25181 :1.17252113406781211  
25423 :4.59822382274849684  25662 :9.76744895779290090  25421 :9.28464613788262660  25182 :6.57307657094027498  
25424 :9.44669942320017064  25663 :4.82741782891323545  25422 :7.02810754722739350  25183 :9.35483870967741993  
25425 :8.70937223426007812  25664 :7.28232673116245000  25423 :9.73448896755882487  25184 :8.62239448225348681  
25426 :5.95629749443037237  25665 :8.77224036378063232  25424 :0.43580431531723990  25185 :6.41438032166508965  
25427 :6.65791802728354742  25666 :3.12479018524735253  25425 :1.93151646473586225  25186 :6.48945585497604327  
25428 :8.07916501358073624  25667 :7.92443617053743132  25426 :8.32911160618915325  25187 :0.94241157261879327  
25429 :5.67827387310403786  25668 :6.56849879451887553  25427 :5.12497329630420850  25188 :1.21768852809228800  
25430 :6.31916257209997845  25669 :9.87487411114841152  25428 :0.63234351634266184  25189 :5.07675405133213253  
25431 :3.61613818781090712  25670 :1.30252998443556023  25429 :6.56758323923459564  25190 :6.08783227027192009  
25432 :5.71733756523331405  25671 :4.85030671102023359  25430 :0.60853907895138404  25191 :7.19595934934537773  
25433 :0.84292123172704247  25672 :9.68962675862910849  25431 :8.74294259468367585  25192 :4.93789483321634570  
25434 :0.89114047669911800  25673 :0.60029908139286481  25432 :0.20661030915250100  25193 :5.86535233619190066  
25435 :8.42036194952238581  25674 :8.27234717856379831  25433 :2.84127323221533867  25194 :1.73467207861568040  
25436 :7.32444227423932581  25675 :8.52687154759361476  25434 :1.66570024719992671  25195 :5.03280739768669694  
25437 :2.51228370006408896  25676 :4.53260902737510296  25435 :8.48841822565385939  25196 :1.39316995757927176  
25438 :8.90408032471694000  25677 :1.06784264656514183  25436 :5.36515396588030669  25197 :0.47303689687795647  
25439 :5.05233924375133547  25678 :4.89913632618182948  25437 :9.71831415753654504  25198 :1.84698019348734999  
25679 :1.71147801141392253  25438 :0.33173619800408949  25199 :3.92681661427655859  
25441 :7.48435926389355100  25680 :0.65462202826013982  25200 :4.00433362834559148  
25442 :7.20358897671437770  25681 :7.36960966826380215  25440 :4.06109805597094642  25201 :7.97845393230994571  
25443 :2.56752220221564365  25682 :9.83214819788201488  25441 :9.78026673177281936  25202 :5.19363994262520201  
25444 :6.72963652455214056  25683 :3.14279610583819080  25442 :2.78817102572710329  25203 :6.35151219214453544  
25445 :5.69841608935819544  25684 :9.94537186803796480  25443 :8.14905240028076960  25204 :2.28156376842555009  
25446 :3.92193365276039918  25685 :1.07913449507126069  25444 :5.78936124759666715  25205 :0.86367381817072053  
25447 :9.77843562120425958  25686 :0.36194952238532668  25445 :2.40577410199285868  25206 :2.56080813013092445  
25448 :5.22354808191167930  25687 :6.89077425458540649  25446 :0.81057161168248548  25207 :3.62773522141178617  
25449 :2.41492965483565802  25688 :6.42353587450788943  25447 :2.03344828638569286  25208 :1.05960264900662260  
25450 :5.11886959440900924  25689 :8.40968047120578710  25448 :0.48768578142643515  25209 :8.33979308450575196  
25451 :7.71568956572161024  25690 :0.22095400860621967  25449 :7.51731925412762880  25210 :6.04998931852168376  
25452 :9.61424604022339580  25691 :5.15945921201208524  25450 :3.63353373821222592  25211 :6.41102328562273005  
25453 :7.89025543992431366  25692 :5.79027680288094704  25451 :4.75783562730796206  25212 :5.80462050233466620  
25454 :5.96057008575701186  25693 :9.17477950376903628  25452 :2.77840510269478447  25213 :4.35254982146671932  
25455 :1.10141300698873867  25694 :5.55619983520004901  25453 :5.73717459639271254  25214 :6.60512100589007201  
25456 :8.63246559038056560  25695 :7.07022309030426932  25454 :7.95861690115054810  25215 :2.40668965727713857  
25457 :5.56718649861140769  25696 :8.03003021332438038  25455 :5.43107394634846052  25216 :2.00048829615161594  
25458 :1.55400250251777705  25697 :3.36313974425489048  25456 :6.75557725760673833  25217 :4.43128757591479250  
25459 :9.91180150761436884  25698 :6.75222022156437873  25457 :4.97360148930326229  25218 :3.31431012909329503  
25460 :6.57551805169835468  25699 :5.04318369090853569  25458 :0.58534501174962617  25219 :9.02981658375804841  
25461 :9.76744895779290090  25700 :0.48982207708975495  25459 :1.07211523789178131  25220 :1.40232551042207088  
25462 :8.19940794091616532  25701 :7.39097262489700046  25460 :7.23685415204321458  25221 :1.93670461134678185  
25463 :0.62593462935270239  25702 :4.68153935361796947  25461 :1.66997283852656642  25222 :9.66093935972167195  
25464 :4.55702383495590091  25703 :1.05014191106906329  25462 :9.66154972991119187  25223 :9.64995269631031150  
25465 :6.94112979522080131  25704 :4.13159581286049971  25463 :7.86126285592211715  25224 :8.28424939725943865  
25466 :4.63637195959349313  25705 :0.34791100802636798  25464 :1.01168858912930681  25225 :4.31196020386364332  
25467 :7.47856074709311169  25706 :6.95638904995880036  25465 :2.05450605792413077  25226 :9.77233191930906031  
25468 :1.75695059053315839  25707 :2.86416211432233636  25466 :5.93127231666005450  25227 :9.84527115695669508  
25469 :6.91824091311380318  25708 :9.77935117648853947  25467 :2.38746299630726044  25228 :5.68926053651539654  
25470 :3.29752494888149661  25709 :0.25177770317697684  25468 :8.09289834284493459  25229 :9.33194982757042091  
25471 :3.70616779076509895  25710 :4.17584765160069615  25469 :3.39060640278328806  25230 :4.67024750511184994  
25472 :6.67195654164250662  25711 :0.30793176061281169  25470 :3.98785363322855302  25231 :3.65001373332926438  
25473 :4.15631580553605762  25712 :4.37025055696279807  25471 :2.90078432569353328  25232 :1.68065431684316535  
25474 :1.55583361308633683  25713 :0.29419843134861295  25472 :2.96548356578264727  25233 :1.35349589526047542  
25475 :2.80068361461226223  25714 :6.17847224341563184  25473 :5.22690511795403889  25234 :8.52198858607745535  
25476 :8.36420789208655080  25715 :1.50608844264046149  25474 :3.52153080843531585  25235 :9.80681783501693793  
25477 :8.99319437238685282  25716 :7.20542008728293748  25475 :0.56154057435834837  25236 :5.59099093600268571  
25478 :2.97616504409924598  25717 :5.09414960173345133  25476 :5.83727530747398315  25237 :7.56614886928922381  
25479 :9.75829340495010200  25718 :8.28974272896511799  25477 :0.64699240089114052  25238 :4.88784447767570995  
25480 :7.71324808496353054  25719 :9.13357951597643947  25478 :0.56978057191686760  25239 :8.01385540330210233  
25481 :8.89461958677938114  25720 :6.19891964476454937  25479 :0.68941312906277652  25240 :4.27259132663960717  
25482 :8.56501968443861195  25721 :6.94479201635792087  25480 :3.88897366252632226  25241 :4.23993652150029021  
25483 :2.32673116245002598  25722 :7.57469405194250278  25481 :7.52067629016998840  25242 :2.97372356334116628  
25484 :8.66512039551988344  25723 :6.66524246955778654  25482 :8.76857814264351276  25243 :5.17685476241340403  
25485 :9.70610675374614651  25724 :4.12823877681814011  25483 :4.01470992156743023  25244 :8.34681234168523289  
25486 :8.01904354991302171  25725 :2.06640827661976978  25484 :2.52327036347544764  25245 :2.97891170995208610  
25487 :2.26081118198187214  25726 :9.08597064119388342  25485 :9.75127414777062285  25246 :3.88012329477828288  
25488 :9.48088015381328830  25727 :4.62782677694021416  25486 :0.60060426648762477  25247 :1.65898617511520730  
25489 :6.90084536271248528  25728 :4.88418225653859039  25487 :7.92809839167455088  25248 :8.45515305032502162  
25490 :0.97811822870570997  25729 :6.85476241340372905  25488 :6.61671803949095150  25249 :6.96798608355967897  
25491 :6.56697286904507571  25730 :2.11462752159184530  25489 :8.52809228797265462  25250 :6.85140537736136945  
25492 :3.98968474379711280  25731 :6.84896389660328975  25490 :8.64741966002380380  25251 :7.53013702810754726  
25493 :6.83248390148625173  25732 :9.72045045319986656  25491 :7.73003326517532852  25252 :1.50761436811426131  
25494 :8.27234717856379831  25733 :4.13037507248145985  25492 :1.76671651356547743  25253 :7.22434156315805520  
25495 :8.75606555375835427  25734 :6.44001586962492745  25493 :3.57554857020783112  25254 :5.52690206610309165  
25496 :2.83639027069917926  25735 :6.70644245735038336  25494 :6.83706167790765118  25255 :8.81710257271034870  
25497 :7.98242133854182523  25736 :3.50413525803399750  25495 :7.88140507217627473  25256 :6.93533127842036201  
25498 :3.17331461531418801  25737 :9.39146092104861552  25496 :5.54521317178868944  25257 :8.84670552690206691  
25499 :0.09308145390179144  25738 :8.57997375408185015  25497 :4.40382091738639492  25258 :4.19019135105441443  
25500 :4.73189489425336429  25739 :3.37870418408764905  25498 :1.69560838648640400  25259 :3.75377666554765455  
25501 :2.21076082644123639  25740 :0.96621601001007107  25499 :3.25296792504654064  25260 :2.93740653706472976  
25502 :2.64442884609515660  25741 :7.06015198217719053  25500 :8.74599444563127548  25261 :7.26676229132969187  
25503 :0.84749900814844203  25742 :8.04010132145146095  25501 :1.55674916837061672  25262 :4.01959288308359053  
25504 :7.70409253212073164  25743 :8.09564500869777603  25502 :3.59721671193578896  25263 :9.03164769432660997  
25505 :6.00817896053956702  25744 :2.95052949613940863  25503 :0.37568285164952542  25264 :2.73354289376506854  
25506 :8.59065523239844886  25745 :6.73512985625782079  25504 :6.63472396008178933  25265 :4.49720755638294634  
25507 :1.54148991363261811  25746 :3.56486709189123196  25505 :7.86523026215399668  25266 :9.33835871456038014  
25508 :0.34699545274208810  25747 :0.38727988525040435  25506 :8.01355021820734237  25267 :6.04785302285836401  
25509 :1.74230170598467970  25748 :2.66365550706503473  25507 :8.69136631366924028  25268 :0.81240272225104526  
25510 :9.10733359782708263  25749 :9.44151127658925127  25508 :0.20081179235206154  25269 :5.38407544175542441  
25511 :4.20209356975005299  25750 :9.38688314462721607  25509 :9.69359416486098802  25270 :3.86303292947172450  
25512 :3.07077242347483770  25751 :4.33545945616016137  25510 :6.76351207007049737  25271 :7.15811639759514140  
25513 :8.91109958189642093  25752 :1.92632831812494287  25511 :1.80028687398907428  25272 :9.18240913113803536  
25514 :9.73204748680074516  25753 :3.87890255439924303  25512 :7.40653706472975859  25273 :3.85418256172368556  
25515 :3.60972930082094789  25754 :1.47618030335398420  25513 :8.19208349864192620  25274 :6.95638904995880036  
25516 :9.35300759910886015  25755 :4.82131412701803619  25514 :9.26389355143894733  25275 :1.92388683736686295  
25517 :5.39017914365062367  25756 :7.42271187475203753  25515 :8.71517075106051742  25276 :3.62132633442182694  
25518 :4.69344157231360803  25757 :2.67342143009735400  25516 :4.43556016724143198  25277 :9.16714987640003720  
25519 :8.54884487441633389  25758 :3.79253517258217121  25517 :0.54628131962034976  25278 :9.87426374095889159  
25520 :6.98629718924527765  25759 :3.77788628803369253  25518 :3.77880184331797242  25279 :3.36497085482345026  
25521 :8.68526261177404102  25760 :6.94845423749504043  25519 :5.10696737571336978  25280 :9.92706076235236701  
25522 :8.16248054445020976  25761 :8.62758262886440619  25520 :6.94540238654744080  25281 :2.16376232184820072  
25523 :3.05734427930539887  25762 :4.53291421246986292  25521 :1.22653889584032716  25282 :2.01727347636341436  
25524 :9.33042390209662109  25763 :6.43848994415112763  25522 :8.67122409741508271  25283 :4.20728171636097326  
25525 :7.18039490951261961  25764 :5.66484572893459859  25523 :4.55793939024018080  25284 :0.16541032135990477  
25526 :5.50004577776421399  25765 :0.96804712057863096  25524 :1.31534775841547891  25285 :1.51829584643086024  
25527 :7.67845698416089384  25766 :2.38319040498062096  25525 :3.23892941068758189  25286 :7.18161564989165946  
25528 :6.56147953733939637  25767 :7.58720664082766216  25526 :3.65001373332926438  25287 :3.13364055299539190  
25529 :1.38798181096835238  25768 :2.34473708304086426  25527 :9.80986968596453757  25288 :8.92422254097109935  
25530 :4.50972014526810483  25769 :1.59886471144749298  25528 :5.89831232642597758  25289 :9.98565630054628173  
25531 :0.70772423474837487  25770 :2.76711325418866538  25529 :9.37406537064729761  25290 :9.80742820520645786  
25532 :6.92220831934568359  25771 :7.80968657490768159  25530 :1.02328562273018586  25291 :1.03457747123630472  
25533 :5.20065919980468117  25772 :5.62547685171056244  25531 :4.01470992156743023  25292 :9.55870235297708071  
25534 :6.68568987090670497  25773 :1.34891811883907597  25532 :2.26874599444563119  25293 :0.65309610278633989  
25535 :9.44578386791589075  25774 :4.09710989715262297  25533 :3.45774712363048176  25294 :1.22806482131412698  
25536 :7.97143467513046655  25775 :9.74089785454878410  25534 :6.94601275673696072  25295 :7.25760673848689208  
25537 :7.13919492172002279  25776 :0.25666066469313636  25535 :1.98522904141361733  25296 :0.44434949797051915  
